name,price,price_per_gb,color,first_word_latency,cas_latency,total_capacity_gb,DDR_version,speed_mhz,num_modules,gb_per_module,capacity,latency,speed
TEAMGROUP T-Force Vulcan Z 32 GB,54.99,0.9909871911559038,Gray,0.6962102225260121,0.7032967032967032,0.12156862745098039,4.0,0.3684210526315789,2,16,32,16.0,3200.0
Kingston HyperX Fury 16 GB,,,Black / Silver,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,2,8,16,16.0,3200.0
Corsair Vengeance 16 GB,79.98,0.9545696716762493,Black / Yellow,0.6012759170653909,0.8571428571428571,0.058823529411764705,3.0,0.15789473684210525,2,8,16,9.0,1600.0
G.Skill Ripjaws S5 64 GB,192.99,0.9765911159455679,Black,0.6962102225260121,0.43956043956043955,0.24705882352941178,5.0,0.6842105263157894,2,32,64,28.0,5600.0
TEAMGROUP T-Create Expert 32 GB,77.99,0.983006637511932,Black,0.4936583883952306,0.21978021978021978,0.12156862745098039,5.0,0.736842105263158,2,16,32,38.0,6000.0
Corsair Vengeance 32 GB,98.99,0.9757253535196573,Gray,0.5443153337890181,0.2637362637362637,0.12156862745098039,5.0,0.736842105263158,2,16,32,36.0,6000.0
Corsair Vengeance RGB 32 GB,99.99,0.9753701689346682,Black,0.5443153337890181,0.2637362637362637,0.12156862745098039,5.0,0.736842105263158,2,16,32,36.0,6000.0
Corsair Dominator Platinum RGB 64 GB,244.99,0.9675672075831909,White,0.3706994759626341,0.17582417582417575,0.24705882352941178,5.0,0.6842105263157894,2,32,64,40.0,5600.0
TEAMGROUP T-Create Expert 64 GB,169.99,0.9805758430084134,Black,0.5949722791828056,0.3076923076923077,0.24705882352941178,5.0,0.736842105263158,2,32,64,34.0,6000.0
Corsair Vengeance RGB 32 GB,127.99,0.965658090438875,Gray,0.6962102225260121,0.39560439560439553,0.12156862745098039,5.0,0.736842105263158,2,16,32,30.0,6000.0
Patriot Viper 4 Blackout 64 GB,109.99,0.9909760916376229,Black,0.6962102225260121,0.6593406593406593,0.24705882352941178,4.0,0.42105263157894735,2,32,64,18.0,3600.0
Corsair Dominator Platinum RGB 64 GB,334.99,0.9519612848802362,Black,0.5621629832156149,0.17582417582417575,0.24705882352941178,5.0,0.8421052631578947,2,32,64,40.0,6800.0
Silicon Power XPOWER Turbine 32 GB,48.97,0.9930739005927143,Blue,0.6962102225260121,0.7032967032967032,0.12156862745098039,4.0,0.3684210526315789,2,16,32,16.0,3200.0
TEAMGROUP T-Create Expert 32 GB,57.99,0.9899438364374986,Gray,0.6962102225260121,0.6593406593406593,0.12156862745098039,4.0,0.42105263157894735,2,16,32,18.0,3600.0
G.Skill Trident Z Royal 32 GB,99.99,0.9753701689346682,Silver,0.6539834434571278,0.6373626373626373,0.12156862745098039,4.0,0.42105263157894735,2,16,32,19.0,3600.0
TEAMGROUP T-Create Classic 32 GB,72.98,0.9847381623637534,Black,0.207944102680945,0.0439560439560438,0.12156862745098039,5.0,0.6842105263157894,2,16,32,46.0,5600.0
TEAMGROUP T-Create Classic 16 GB,29.99,0.9892556663040823,Silver,0.41140730614414833,0.5714285714285714,0.058823529411764705,4.0,0.3684210526315789,2,8,16,22.0,3200.0
Crucial CT8G4DFRA32A 8 GB,17.98,0.9851044464670233,Green,0.41140730614414833,0.5714285714285714,0.027450980392156862,4.0,0.3684210526315789,1,8,8,22.0,3200.0
G.Skill Ripjaws V 64 GB,117.99,0.9895886518525095,Black,0.6962102225260121,0.6593406593406593,0.24705882352941178,4.0,0.42105263157894735,2,32,64,18.0,3600.0
TEAMGROUP T-Force Delta RGB 32 GB,86.99,0.9798876728749972,White,0.5876813245234298,0.3516483516483516,0.12156862745098039,5.0,0.6842105263157894,2,16,32,32.0,5600.0
ADATA XPG SPECTRIX D50 16 GB,49.99,0.9753812684529491,White,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,2,8,16,16.0,3200.0
TEAMGROUP T-Force Vulcan 32 GB,79.98,0.9823184673785158,Black,0.4792283739652162,0.2637362637362637,0.12156862745098039,5.0,0.6842105263157894,2,16,32,36.0,5600.0
TEAMGROUP T-Force Delta RGB 16 GB,44.99,0.978844318156592,White,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,2,8,16,16.0,3200.0
G.Skill Trident Z5 RGB 32 GB,1130.48,0.6179323817346327,White / Black,0.4792283739652162,0.2637362637362637,0.12156862745098039,5.0,0.6842105263157894,2,16,32,36.0,5600.0
TEAMGROUP T-Force Delta RGB 16 GB,44.99,0.978844318156592,Black,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,2,8,16,16.0,3200.0
Crucial CT2K8G4DFRA32A 16 GB,29.99,0.9892556663040823,Green,0.41140730614414833,0.5714285714285714,0.058823529411764705,4.0,0.3684210526315789,2,8,16,22.0,3200.0
Gigabyte AORUS 32 GB,84.99,0.9805758430084134,Black,0.28723323460165573,0.17582417582417575,0.12156862745098039,5.0,0.631578947368421,2,16,32,40.0,5200.0
TEAMGROUP Elite 32 GB,48.49,0.9932403933669278,Black,0.41140730614414833,0.5714285714285714,0.12156862745098039,4.0,0.3684210526315789,2,16,32,22.0,3200.0
G.Skill Trident Z5 RGB 64 GB,229.99,0.970164494860923,Silver / Black,0.6962102225260121,0.3516483516483516,0.24705882352941178,5.0,0.7894736842105263,2,32,64,32.0,6400.0
TEAMGROUP T-Create Classic 32 GB,,,Black,0.24052555631503014,0.0,0.12156862745098039,5.0,0.736842105263158,2,16,32,48.0,6000.0
Corsair Vengeance LPX 64 GB,119.99,0.9892445667858015,Black,0.6962102225260121,0.6593406593406593,0.24705882352941178,4.0,0.42105263157894735,2,32,64,18.0,3600.0
G.Skill Trident Z RGB 32 GB,109.99,0.9719071192310254,Black,0.7805878332194123,0.7032967032967032,0.12156862745098039,4.0,0.42105263157894735,2,16,32,16.0,3600.0
Corsair Vengeance RGB RT 32 GB,109.99,0.9719071192310254,Black,0.7805878332194123,0.7032967032967032,0.12156862745098039,4.0,0.42105263157894735,2,16,32,16.0,3600.0
Corsair Vengeance RGB 64 GB,319.99,0.9545585721579684,Black / Gray,0.7192222981696667,0.3516483516483516,0.24705882352941178,5.0,0.8157894736842106,4,16,64,32.0,6600.0
G.Skill Ripjaws V 16 GB,41.99,0.9809310275934024,Black,0.6962102225260121,0.6593406593406593,0.058823529411764705,4.0,0.42105263157894735,2,8,16,18.0,3600.0
Corsair Vengeance RGB Pro 32 GB,114.99,0.970175594379204,White,0.6962102225260121,0.7032967032967032,0.12156862745098039,4.0,0.3684210526315789,4,8,32,16.0,3200.0
Corsair Vengeance RGB Pro 64 GB,204.99,0.9745044065087575,Black,0.6962102225260121,0.6593406593406593,0.24705882352941178,4.0,0.42105263157894735,4,16,64,18.0,3600.0
TEAMGROUP Elite 16 GB,35.99,0.9850933469487424,Black,0.18986861092124263,0.17582417582417575,0.058823529411764705,5.0,0.5789473684210527,2,8,16,40.0,4800.0
G.Skill Trident Z RGB 16 GB,56.99,0.970519679445912,Black,0.6962102225260121,0.7032967032967032,0.058823529411764705,4.0,0.3684210526315789,2,8,16,16.0,3200.0
Corsair Vengeance LPX 16 GB,54.83,0.9720181144138345,Black / Yellow,0.7805878332194123,0.7032967032967032,0.058823529411764705,4.0,0.42105263157894735,2,8,16,16.0,3600.0
Corsair Vengeance LPX 32 GB,79.99,0.9823073678602349,Black / Yellow,0.6962102225260121,0.6593406593406593,0.12156862745098039,4.0,0.42105263157894735,4,8,32,18.0,3600.0
TEAMGROUP T-Force Vulcan 32 GB,79.98,0.9823184673785158,Black,0.4936583883952306,0.21978021978021978,0.12156862745098039,5.0,0.736842105263158,2,16,32,38.0,6000.0
Corsair Vengeance LPX 16 GB,49.99,0.9753812684529491,Black / Yellow,0.6962102225260121,0.7252747252747253,0.058823529411764705,4.0,0.34210526315789475,2,8,16,15.0,3000.0
Corsair Vengeance RGB Pro 16 GB,69.98,0.9615068706018159,White,0.6962102225260121,0.6593406593406593,0.058823529411764705,4.0,0.42105263157894735,2,8,16,18.0,3600.0
Crucial CT2K16G48C40U5 32 GB,80.98,0.9819632827935267,Black,0.18986861092124263,0.17582417582417575,0.12156862745098039,5.0,0.5789473684210527,2,16,32,40.0,4800.0
Corsair Vengeance RGB 32 GB,174.99,0.949363997602504,Black,0.7384370015948963,0.3076923076923077,0.12156862745098039,5.0,0.894736842105263,2,16,32,34.0,7200.0
G.Skill Trident Z RGB 128 GB,299.99,0.9840388927120562,Black,0.6962102225260121,0.6593406593406593,0.4980392156862745,4.0,0.42105263157894735,4,32,128,18.0,3600.0
Corsair Vengeance RGB 32 GB,139.99,0.961495771083535,White,0.5737069947596265,0.2637362637362637,0.12156862745098039,5.0,0.763157894736842,2,16,32,36.0,6200.0
Corsair Vengeance 32 GB,99.99,0.9753701689346682,Black,0.5443153337890181,0.2637362637362637,0.12156862745098039,5.0,0.736842105263158,2,16,32,36.0,6000.0
