index,name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,passmark,category,passmarkPred,cinebench,cinePred,blender,blenderPred
100,Intel Core i5-4690K,90,4,3.5,3.9,88,Intel HD Graphics 4600,FALSE,Haswell,1150,22,6,DDR3,"H81, B85, H87, Z87, H91, B95, H97, Z97","Jun 2nd, 2014",0.1135484716729664,Desktop,FALSE,0.056108898,FALSE,0.1082363906244606,FALSE
101,Intel Core i7-6700,233,4,3.4,4,65,Intel HD Graphics 530,TRUE,Skylake,1151,14,8,DDR4,,"Jul 1st, 2015",0.1671873975835172,Desktop,FALSE,0.1029216467463479,FALSE,0.1373019434567986,FALSE
102,Intel Core i7-10700,239.75,8,2.9,4.8,65,Intel UHD Graphics 630,TRUE,Comet Lake,1200,14,16,DDR4,,"Apr 30th, 2020",0.3609429963512421,Desktop,FALSE,0.3477755644090305,FALSE,0.2509061410473264,FALSE
103,AMD Ryzen 5 1600AF,140.99,6,3.2,3.6,65,,TRUE,Zen,AM4,12,16,DDR4,"X470, X370, B450, B350, A320","Oct 11th, 2019",0.2698988398260831,Unknown,TRUE,0.170152722,TRUE,0.1950360730435983,TRUE
104,AMD Threadripper 3960X,1483,24,3.8,4.5,280,,TRUE,Castle Peak,TRX4,7,128,DDR4,,"Nov 25th, 2019",0.8087570189429526,Unknown,TRUE,0.6037516600265604,TRUE,0.6679554006006421,TRUE
105,Intel Core i7-3770,143,4,3.4,3.4,77,Intel HD Graphics 4000,TRUE,Ivy Bridge,1155,22,8,DDR3,"H61, B65, H67, Z67, H71, B75, H77, Z77","Apr 29th, 2012",0.1304594813083091,Desktop,FALSE,0.078519256,FALSE,0.085539715,FALSE
106,Intel Core i5-8600K,245,6,3.6,4.3,95,Intel UHD Graphics 630,FALSE,Coffee Lake,1151,14,9,DDR4,,"Oct 5th, 2017",0.2134414123096418,Desktop,FALSE,0.1401062416998671,FALSE,0.1908074148227415,FALSE
107,AMD Ryzen 3 2200G,150,4,3.5,3.7,65,Radeon Vega 8,FALSE,Raven Ridge,AM4,14,4,DDR4,"A320, B350, X370, B450, X470","Feb 12th, 2018",0.1371452293036771,Desktop,FALSE,0.063081009,FALSE,0.091822293,FALSE
108,Intel Core i9-13900F,499.99,24,2,5.6,65,,TRUE,Raptor Lake-S,1700,10,36,"DDR4, DDR5","H610, B660, H670, Q670, Z690, W680, B760, H770, Z790","Jan 4th, 2023",0.8917607987939434,Unknown,TRUE,0.6462483399734396,TRUE,0.5571127757257758,FALSE
109,Intel Core i7-4770,125,4,3.4,3.9,84,Intel HD Graphics 4600,TRUE,Haswell,1150,22,8,DDR3,"Z87, H87, Z97, H97","Jun 2nd, 2013",0.1442898031418645,Desktop,FALSE,0.082005312,FALSE,0.1193862404639442,FALSE
110,Intel Core i5-12500,232.99,6,3,4.6,65,Intel UHD Graphics 770,TRUE,Alder Lake-S,1700,10,18,"DDR4, DDR5","H610, B650, H670, Z690, H710, B750, H770, Z790","Jan 4th, 2022",0.4344206777513164,Desktop,FALSE,0.3011288180610889,TRUE,0.2926404087127619,FALSE
111,Intel Core i5-7500,132.3,4,3.4,3.8,65,Intel HD Graphics 630,FALSE,Kaby Lake,1151,14,6,DDR4,,"Jan 3rd, 2017",0.1231838143721733,Desktop,FALSE,0.069887118,FALSE,0.097500777,FALSE
112,Intel Core i7-9700,340,8,3,4.7,65,Intel HD Graphics 630,FALSE,Coffee Lake,1151,14,12,DDR4,,"Apr 23rd, 2019",0.2831392427188708,Desktop,FALSE,0.2149734395750331,FALSE,0.196882875,FALSE
113,Intel Core i5-7600K,218,4,3.8,4.2,91,Intel HD Graphics 630,FALSE,Kaby Lake,1151,14,6,DDR4,,"Jan 3rd, 2017",0.140772138,Desktop,FALSE,0.086487384,FALSE,0.1184714695018813,FALSE
114,Intel Core i9-9900KF,395,8,3.6,5,95,,TRUE,Coffee Lake-R,1151,14,16,DDR4,,"Jan 8th, 2019",0.3990692390045664,Desktop,FALSE,0.3401394422310756,FALSE,0.3286789326521454,FALSE
115,AMD Ryzen 5 2400G,135,4,3.6,3.9,65,Radeon Vega 11,TRUE,Raven Ridge,AM4,14,4,DDR4,"A320, B350, X370, B450, X470","Feb 12th, 2018",0.1737420524809368,Desktop,FALSE,0.1020916334661354,FALSE,0.093858953,FALSE
116,AMD Ryzen 7 1700,215,8,3,3.7,65,,TRUE,Zen,AM4,14,16,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Mar 2nd, 2017",0.3094671065568398,Desktop,FALSE,0.2003652058432934,FALSE,0.2323345645345024,FALSE
117,Intel Core i5-10600KF,164.99,6,4.1,4.8,125,,TRUE,Comet Lake,1200,14,12,DDR4,,"Apr 30th, 2020",0.3091393738119688,Desktop,FALSE,0.2355577689243027,FALSE,0.2220994856570817,FALSE
118,Intel Xeon E5-2699 V4,387.1,22,2.2,3.6,145,,TRUE,Broadwell-EP,2011-3,14,55,DDR4,"C612, X99","Oct 25th, 2016",0.3933448403941532,Unknown,TRUE,0.3364873837981407,TRUE,0.4056059926127929,TRUE
119,Intel Core i7-10700KF,268.66,8,3.8,5.1,125,,TRUE,Comet Lake,1200,14,16,DDR4,,"Apr 30th, 2020",0.408944919,Desktop,FALSE,0.3565737051792829,FALSE,0.3280230591321758,FALSE
120,AMD Ryzen 9 3900XT,390,12,3.8,4.7,105,,TRUE,Matisse 2,AM4,7,64,DDR4,,"Jul 7th, 2020",0.7088422294566191,Desktop,FALSE,0.5147742363877822,FALSE,0.4781663157168007,FALSE
121,Intel Core i5-3470,200,4,3.2,3.2,77,Intel HD Graphics 2500,FALSE,Ivy Bridge,1155,22,6,DDR3,,"Jun 1st, 2012",0.092442483,Desktop,FALSE,0.040338645,FALSE,0.064465463,FALSE
122,Intel Core i5-7400,153,4,3,3.5,65,Intel HD Graphics 630,FALSE,Kaby Lake,1151,14,6,DDR4,,"Jan 3rd, 2017",0.1108392143153662,Desktop,FALSE,0.061088977,FALSE,0.090769443,FALSE
123,Intel Core i7-9700F,349,8,3,4.7,65,,FALSE,Coffee Lake,1151,14,12,DDR4,,"Apr 23rd, 2019",0.2848216041425419,Desktop,FALSE,0.2149734395750331,FALSE,0.2001622423970451,FALSE
124,Intel Core i5-4460,89.54,4,3.2,3.4,84,Intel HD Graphics 4600,FALSE,Haswell,1150,22,6,DDR3,"H81, B85, H87, Z87, H91, B95, H97, Z97","May 11th, 2014",0.096309729,Desktop,FALSE,0.046646746,FALSE,0.07996479,FALSE
125,AMD FX-8350,,8,4,4,125,,FALSE,Vishera,AM3+,32,8,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Oct 23rd, 2012",0.1579453341781555,Unknown,TRUE,0.1065737051792828,TRUE,0.1570644482032517,TRUE
126,Intel Celeron G6900,72.45,2,3.4,3.4,46,Intel UHD Graphics 710,FALSE,Alder Lake-S,1700,10,4,"DDR4, DDR5","Z690, H670, B660, H610","Jan 4th, 2022",0.065983526,Desktop,FALSE,0.025730412,TRUE,0.044875557,TRUE
127,AMD Ryzen 3 3300X,195,4,3.8,4.3,65,,TRUE,Matisse,AM4,7,16,DDR4,,"Apr 24th, 2020",0.269177828,Desktop,FALSE,0.1548804780876494,FALSE,0.169457006,FALSE
128,Intel Core i9-10900KF,318.95,10,3.7,5.3,125,,TRUE,Comet Lake,1200,14,20,DDR4,,"Apr 30th, 2020",0.5043151478074679,Desktop,FALSE,0.4118525896414342,FALSE,0.3591770513307328,FALSE
129,Intel Core i7-9700KF,297,8,3.6,4.9,95,,FALSE,Coffee Lake,1151,14,12,DDR4,,"Jan 8th, 2019",0.3074788612379558,Desktop,FALSE,0.2197875166002656,FALSE,0.2243950429769754,FALSE
130,Intel Core i7-3770K,275,4,3.5,3.5,77,Intel HD Graphics 4000,TRUE,Ivy Bridge,1155,22,8,DDR3,,"Apr 29th, 2012",0.1318796565360833,Desktop,FALSE,0.079017264,FALSE,0.088180469,FALSE
131,AMD Ryzen 5 1600X,140,6,3.6,4,95,,TRUE,Zen,AM4,14,16,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Apr 11th, 2017",0.2734820511700059,Desktop,FALSE,0.1543824701195219,FALSE,0.1862853395008457,FALSE
132,Intel Core i5-4590,58,4,3.3,3.7,84,Intel HD Graphics 4600,FALSE,Haswell,1150,22,6,DDR3,,"May 1st, 2014",0.1074526426183661,Desktop,FALSE,0.051294821,FALSE,0.096775864,FALSE
133,Intel Core i3-10105,104.69,4,3.7,4.4,65,Intel UHD Graphics 630,TRUE,Comet Lake-R,1200,14,6,DDR4,,"Mar 16th, 2021",0.1857589197928728,Desktop,FALSE,0.1113877822045152,TRUE,0.1917221857848044,FALSE
134,Intel Celeron G5900,39.99,2,3.4,3.4,58,Intel UHD Graphics 610,FALSE,Comet Lake,1200,14,2,DDR4,,"Apr 30th, 2020",0.051650681,Desktop,FALSE,0.025730412,TRUE,0.039697608,TRUE
135,Intel Core i7-4790,319.66,4,3.6,4,84,Intel HD Graphics 4600,TRUE,Haswell,1150,22,8,DDR3,"Z87, H87, Z97, H97","May 1st, 2014",0.148768817,Desktop,FALSE,0.084495352,TRUE,0.1260830542994235,FALSE
136,Intel Core i5-11600KF,206.98,6,3.9,4.9,125,,TRUE,Rocket Lake,1200,14,12,DDR4,"H510, B560, H570, Q570, W580, Z590, Q470, H470, W480, Z490","Mar 16th, 2021",0.4220323799951932,Desktop,FALSE,0.3145750332005311,TRUE,0.2810590631364562,FALSE
137,Intel Core i7-4770K,192,4,3.5,3.9,84,Intel HD Graphics 4600,TRUE,Haswell,1150,22,8,DDR3,"Z87, H87, Z97, H97","Jun 2nd, 2013",0.146452839,Desktop,FALSE,0.085159363,FALSE,0.1350754254547965,FALSE
138,Intel Core i3-8100,163,4,3.6,3.6,65,Intel UHD Graphics 630,FALSE,Coffee Lake,1151,14,6,DDR4,,"Oct 5th, 2017",0.1253468504883217,Desktop,FALSE,0.069721116,FALSE,0.1169180848493217,FALSE
139,AMD Ryzen 7 3800XT,407.95,8,3.9,4.7,105,,TRUE,Matisse 2,AM4,7,32,DDR4,,"Jul 7th, 2020",0.511022745,Desktop,FALSE,0.3877822045152722,TRUE,0.3328385515551106,FALSE
140,AMD Ryzen 5 3600XT,389,6,3.8,4.5,95,,TRUE,Matisse 2,AM4,7,32,DDR4,,"Jul 7th, 2019",0.4010137866241342,Desktop,FALSE,0.2591301460823373,FALSE,0.2659912320066278,FALSE
141,AMD Ryzen 7 1700X,251,8,3.4,3.8,95,,TRUE,Zen,AM4,14,16,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Mar 2nd, 2017",0.3292621643470471,Desktop,FALSE,0.2217795484727755,FALSE,0.2374434740584763,FALSE
142,AMD Ryzen 5 3500X,184.95,6,3.6,4.1,65,,FALSE,Matisse,AM4,7,32,DDR4,"A300, X300, A320, B350, X370, B450, X470, A520, B550, X570","Sep 24th, 2019",0.2816972186414385,Desktop,FALSE,0.1548804780876494,FALSE,0.1530774275950153,FALSE
143,Intel Core i9-10980XE,923,18,3,4.8,165,,TRUE,Cascade Lake-X,2066,14,24.75,DDR4,,"Oct 19th, 2019",0.7206187594223163,Desktop,FALSE,0.5982735723771581,FALSE,0.5466015395767889,FALSE
144,Intel Core i5-12600,257.99,6,3.3,4.8,65,Intel UHD Graphics 770,TRUE,Alder Lake-S,1700,10,18,"DDR4, DDR5","H610, B650, H670, Z690, H710, B750, H770, Z790",Jan-22,0.4575586095392077,Desktop,FALSE,0.3286852589641433,TRUE,0.162570334,FALSE
145,Intel Core i9-11900KF,379.98,8,3.5,5.3,125,,TRUE,Rocket Lake,1200,14,16,DDR4,"H510, B560, H570, Q570, W580, Z590, Q470, H470, W480, Z490","Mar 16th, 2021",0.5454346828639473,Desktop,FALSE,0.3849601593625498,FALSE,0.2899306154855189,FALSE
146,Intel Core i5-9400,210,6,2.9,4.1,65,Intel UHD Graphics 630,FALSE,Coffee Lake,1151,14,9,DDR4,,"Oct 19th, 2018",0.1977757871048089,Desktop,FALSE,0.1313081009296148,FALSE,0.1404777520798094,FALSE
147,Intel Celeron G4900,34.99,2,3.1,3.1,65,Intel UHD Graphics 610,FALSE,Coffee Lake,1151,14,2,DDR4,,"Apr 3rd, 2018",0.044178374,Desktop,FALSE,0.019422311,TRUE,0.036245642,TRUE
148,Intel Core i7-2600,155.62,4,3.4,3.4,95,Intel HD Graphics 2000,TRUE,Sandy Bridge,1155,32,8,DDR3,,"Jan 9th, 2011",0.1074526426183661,Desktop,FALSE,0.059096946,TRUE,0.077721012,FALSE
149,Intel Core i5-6400,129.99,4,2.7,3.3,65,Intel HD Graphics 530,FALSE,Skylake,1151,14,6,DDR4,"H110, B150, H170, B250, H270, Z270","Jul 2nd, 2015",0.1034980008302562,Desktop,FALSE,0.049966799,FALSE,0.090648624,FALSE
150,AMD Ryzen 5 1400,110,4,3.2,3.4,65,,TRUE,Zen,AM4,14,8,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Apr 11th, 2017",0.1607419869343878,Desktop,FALSE,0.088811421,FALSE,0.111619317,FALSE
151,Intel Core i5-4570,121.16,4,3.2,3.2,84,Intel HD Graphics 4600,FALSE,Haswell,1150,22,6,DDR3,,"Jun 2nd, 2013",0.1042845594179466,Desktop,FALSE,0.048970784,FALSE,0.093444717,FALSE
152,Intel Core i5-3570K,125,4,3.4,3.4,77,Intel HD Graphics 4000,FALSE,Ivy Bridge,1155,22,6,DDR3,,"Apr 29th, 2012",0.098538312,Desktop,FALSE,0.052124834,FALSE,0.065155856,FALSE
153,Intel Core i3-4150,77.14,2,3.5,3.5,54,Intel HD Graphics 4400,TRUE,Haswell,1150,22,3,DDR3,"H81, B85, H87, Z87, H91, B95, H97, Z97","May 1st, 2014",0.064104525,Desktop,FALSE,0.025398406,TRUE,0.048327523,TRUE
154,Intel Core i5-9600KF,230,6,3.7,4.6,95,,FALSE,Coffee Lake,1151,14,9,DDR4,,"Jan 8th, 2019",0.227490223,Desktop,FALSE,0.1608565737051792,FALSE,0.182039421,FALSE
155,AMD FX-6300,,6,3.5,3.5,95,,FALSE,Vishera,AM3+,32,8,DDR3,,"Oct 23rd, 2012",0.1307435163538639,Unknown,TRUE,0.081009296,TRUE,0.1208188063101936,TRUE
156,Intel Core i5-2400,170.99,4,3.1,3.1,95,Intel HD Graphics 2000,FALSE,Sandy Bridge,1155,32,6,DDR3,,"Jan 9th, 2011",0.074591973,Desktop,FALSE,0.035358566,FALSE,0.052262764,FALSE
157,Intel Core i9-9900KS,1989,8,4,5,127,Intel UHD Graphics 630,TRUE,Coffee Lake-R,1151,14,16,DDR4,,"Oct 28th, 2019",0.4171382376717866,Desktop,FALSE,0.3328353253652057,FALSE,0.2980945148261935,FALSE
158,AMD Ryzen 5 3500,,6,3.6,4.1,65,,FALSE,Picasso,FP5,12,4,DDR4,,"Jan 6th, 2019",0.2711442242565929,Desktop,FALSE,0.1548804780876494,FALSE,0.1665573544133384,FALSE
159,Intel Core i5-8500,258.27,6,3,4.1,65,Intel UHD Graphics 630,FALSE,Coffee Lake,1151,14,9,DDR4,,"Feb 14th, 2018",0.1999169743712993,Desktop,FALSE,0.1225099601593625,FALSE,0.1613794055714729,FALSE
160,AMD Ryzen 5 1500X,225,4,3.5,3.7,65,,TRUE,Zen,AM4,14,16,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Apr 11th, 2017",0.189145491,Desktop,FALSE,0.085657371,FALSE,0.1309158065518312,FALSE
161,Intel Pentium Gold G7400,89.99,2,3.7,3.7,46,Intel UHD Graphics 710,TRUE,Alder Lake-S,1700,10,6,"DDR4, DDR5","Z690, H670, B660, H610","Jan 4th, 2022",0.1413620572876837,Desktop,FALSE,0.074535193,TRUE,0.089751113,TRUE
162,AMD Athlon 3000G,98.99,2,3.5,3.5,35,Radeon Vega 3,TRUE,Zen,AM4,14,4,DDR4,,"Nov 20th, 2019",0.088575237,Desktop,FALSE,0.038014608,TRUE,0.036107563,FALSE
163,AMD Threadripper 1950X,541.64,16,3.4,4,180,,TRUE,Zen,SP3r2,14,32,DDR4,,"Aug 10th, 2017",0.3875767440844239,Unknown,TRUE,0.3368193891102257,TRUE,0.359004453,TRUE
164,Intel Pentium Gold G6400,53.94,2,4,4,58,Intel UHD Graphics 610,TRUE,Comet Lake,1200,14,4,DDR4,,"Apr 30th, 2020",0.080928139,Desktop,FALSE,0.033366534,TRUE,0.065311195,FALSE
165,AMD Ryzen 7 1800X,295,8,3.6,4,95,,TRUE,Zen,AM4,14,16,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Mar 2nd, 2017",0.3469597325700801,Desktop,FALSE,0.2358897742363877,FALSE,0.2876523179950981,FALSE
166,Intel Core i3-6100,100,2,3.7,3.7,51,Intel HD Graphics 530,TRUE,Skylake,1151,14,4,DDR4,,"Sep 1st, 2015",0.081955035,Desktop,FALSE,0.032536521,FALSE,0.083675653,FALSE
167,AMD Ryzen 3 1200,115,4,3.1,3.4,65,,FALSE,Zen,AM4,14,8,DDR4,"A320, B350, X370, B450, X470, A520, B550, X570","Jul 27th, 2017",0.128427538,Desktop,FALSE,0.067729084,FALSE,0.075598053,FALSE
168,Intel Xeon E5-2660,1329.99,8,2.2,3,95,,TRUE,Sandy Bridge-EP,2011,32,20,DDR3,,"Mar 6th, 2012",0.1677554676746269,Server,FALSE,0.120683931,TRUE,0.1605164140978287,TRUE
169,Intel Core i5-4690,100.12,4,3.5,3.9,84,Intel HD Graphics 4600,FALSE,Haswell,1150,22,6,DDR3,,"May 1st, 2014",0.11243418,Desktop,FALSE,0.056108898,FALSE,0.064724361,FALSE
170,Intel Core i9-12900F,432,16,2.4,5.1,65,,TRUE,Alder Lake-S,1700,10,30,"DDR4, DDR5","Z690, H670, B660, H610","Jan 4th, 2022",0.7712643929297123,Desktop,FALSE,0.6166998671978752,FALSE,0.6012634195174151,FALSE
171,Intel Core i7-5820K,255.36,6,3.3,3.6,140,,TRUE,Haswell-E,2011-3,22,15,DDR4,,"Sep 1st, 2014",0.2051170005899189,Desktop,FALSE,0.1475763612217795,FALSE,0.1775000862991473,FALSE
172,AMD Threadripper 1900X,179.99,8,3.8,4,180,,TRUE,Zen,SP3r2,14,32,DDR4,,"Aug 31st, 2017",0.3315781424108021,Unknown,TRUE,0.2241035856573705,TRUE,0.2640753909351375,TRUE
173,Intel Core i5-10500,219.99,6,3.1,4.5,65,Intel UHD Graphics 630,TRUE,Comet Lake,1200,14,12,DDR4,,"Apr 30th, 2020",0.2759509711813673,Desktop,FALSE,0.2149734395750331,FALSE,0.2101902033207912,FALSE
174,Intel Core i7-6900K,164.9,8,3.2,3.7,140,,TRUE,Broadwell-E,2011-3,14,20,DDR4,,"May 31st, 2016",0.3029343005090782,Desktop,FALSE,0.2201195219123506,TRUE,0.2614864165142048,FALSE
175,Intel Core i5-4670K,144.25,4,3.4,3.4,84,Intel HD Graphics 4600,FALSE,Haswell,1150,22,6,DDR3,,"Jun 2nd, 2013",0.1118879590989534,Desktop,FALSE,0.053784861,FALSE,0.1088922641444302,FALSE
176,AMD Threadripper 1920X,280,12,3.5,4,180,,TRUE,Zen,SP3r2,14,32,DDR4,,"Aug 10th, 2017",0.366230418,Unknown,TRUE,0.319887118,TRUE,0.3141288964065035,TRUE
177,Intel Core i9-10900X,508,10,3.7,4.7,165,,TRUE,Cascade Lake-X,2066,14,19.25,DDR4,,"Oct 19th, 2019",0.4862898468395639,Desktop,FALSE,0.3588977423638778,FALSE,0.3398115226621561,FALSE
178,Intel Core i7-6850K,165,6,3.6,3.8,140,,TRUE,Broadwell-E,2011-3,14,15,DDR4,,"May 31st, 2016",0.2374751469335139,Desktop,FALSE,0.1636786188579017,TRUE,0.1898581242017329,TRUE
179,Intel Core i5-2500K,234,4,3.3,3.3,95,Intel HD Graphics 3000,FALSE,Sandy Bridge,1155,32,6,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Jan 9th, 2011",0.080207127,Desktop,FALSE,0.037018592,TRUE,0.069280956,FALSE
180,Intel Core i3-2100,49,2,3.1,3.1,65,Intel HD Graphics 2000,TRUE,Sandy Bridge,1155,32,3,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Feb 20th, 2011",0.030435448,Desktop,FALSE,0.003652058,TRUE,0.032793676,TRUE
181,Intel Core i3-7350K,59.99,2,4.2,4.2,60,Intel HD Graphics 630,TRUE,Kaby Lake,1151,14,4,DDR4,,"Jan 3rd, 2017",0.095981997,Desktop,FALSE,0.045982736,TRUE,0.067313335,TRUE
182,Intel Core i9-12900,458.99,16,2.4,5.1,65,Intel UHD Graphics 770,TRUE,Alder Lake-S,1700,10,30,"DDR4, DDR5","Z690, H670, B660, H610","Jan 4th, 2022",0.8270882038060696,Desktop,FALSE,0.6166998671978752,FALSE,0.4092995961199903,FALSE
183,AMD FX-8320,109,8,3.5,3.5,125,,FALSE,Vishera,AM3+,32,8,DDR3,,"Oct 23rd, 2012",0.1508663068889423,Unknown,TRUE,0.098439575,TRUE,0.1536124823086748,TRUE
184,Intel Core i5-6600,119,4,3.3,3.9,65,Intel HD Graphics 530,FALSE,Skylake,1151,14,6,DDR4,"H110, B150, H170, B250, H270, Z270","Jul 1st, 2015",0.1241233149074701,Desktop,FALSE,0.066567065,FALSE,0.1131036625358141,FALSE
185,Intel Core i5-7600,130,4,3.5,4.1,65,Intel HD Graphics 630,FALSE,Kaby Lake,1151,14,6,DDR4,,"Jan 3rd, 2017",0.1348511000895802,Desktop,FALSE,0.078021248,FALSE,0.1084435085781352,FALSE
186,Intel Core i3-7100,103,2,3.9,3.9,51,Intel HD Graphics 630,TRUE,Kaby Lake,1151,14,3,DDR4,,"Jan 3rd, 2017",0.085560095,Desktop,FALSE,0.038014608,FALSE,0.056543201,FALSE
187,Intel Core i3-9100,140,4,3.6,4.2,65,Intel UHD Graphics 630,FALSE,Coffee Lake,1151,14,6,DDR4,,"Sep 1st, 2018",0.135441019,Desktop,FALSE,0.077025232,FALSE,0.1087196658497014,FALSE
188,Intel Core i5-3570,166,4,3.4,3.4,77,Intel HD Graphics 2500,FALSE,Ivy Bridge,1155,22,6,DDR3,"H61, B65, H67, Z67, H71, B75, H77, Z77","Jun 1st, 2012",0.097970242,Desktop,FALSE,0.052124834,FALSE,0.064275605,FALSE
189,Intel Core i7-2700K,95,4,3.5,3.5,95,Intel HD Graphics 3000,TRUE,Sandy Bridge,1155,32,8,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Oct 24th, 2011",0.1131333435294631,Desktop,FALSE,0.065239044,TRUE,0.077617453,FALSE
190,Intel Core i5-13600,,14,2.7,5,65,Intel UHD Graphics 770,TRUE,Raptor Lake-S,1700,10,24,"DDR4, DDR5","H610, B650, H670, Z690, H710, B750, H770, Z790","Jan 4th, 2023",0.7101094627367869,Unknown,TRUE,0.5091301460823373,TRUE,0.5205564569022059,FALSE
191,Intel Core i7-6800K,195,6,3.4,3.6,140,,TRUE,Broadwell-E,2011-3,14,15,DDR4,,"May 31st, 2016",0.2240599532434617,Desktop,FALSE,0.1621845949535192,TRUE,0.2024750595464116,FALSE
192,Intel Core i9-10900F,312.99,10,2.8,5.2,65,,TRUE,Comet Lake,1200,14,20,DDR4,,"Apr 30th, 2020",0.4469182197557299,Desktop,FALSE,0.3882802124833997,TRUE,0.3244847940902343,TRUE
193,Intel Core i7-2600K,199.88,4,3.4,3.4,95,Intel HD Graphics 3000,TRUE,Sandy Bridge,1155,32,8,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Jan 9th, 2011",0.1108610631650243,Desktop,FALSE,0.069057105,FALSE,0.082709103,FALSE
194,AMD Athlon 200GE,123.89,2,3.2,3.2,35,Radeon Vega 3,TRUE,Zen,AM4,14,4,DDR4,"A320, B350, X370, B450, X470","Sep 6th, 2018",0.081037383,Desktop,FALSE,0.032204515,TRUE,0.055231454,TRUE
195,AMD Threadripper 2990WX,2500,32,3,4.2,250,,TRUE,Colfax,SP3r2,12,64,DDR4,,"Aug 13th, 2018",0.4770914811335183,Unknown,TRUE,0.4143426294820717,TRUE,0.5488625772377369,TRUE
196,Intel Core i9-7900X,413,10,3.3,4.5,140,,TRUE,Skylake-X,2066,14,14,DDR4,,"Jun 26th, 2017",0.4562913762590399,Desktop,FALSE,0.3316733067729083,FALSE,0.3765922192688736,FALSE
197,Intel Core i9-10900,319.99,10,2.8,5.2,65,Intel UHD Graphics 630,TRUE,Comet Lake,1200,14,20,DDR4,,"Apr 30th, 2020",0.4374139701544713,Desktop,FALSE,0.3892762284196547,FALSE,0.2963340122199592,FALSE
198,Intel Core i7-8086K,476.58,6,4,5,95,Intel UHD Graphics 630,TRUE,Coffee Lake,1151,14,12,DDR4,,"Jun 5th, 2018",0.3085931525705171,Desktop,FALSE,0.2078353253652058,FALSE,0.2275535917705133,FALSE
199,Intel Core i9-13900T,,24,1.1,5.3,35,Intel UHD Graphics 770,TRUE,Raptor Lake-S,1700,10,36,"DDR4, DDR5","B660, Z690, B760, Z790","Jan 4th, 2023",0.794555267,Unknown,TRUE,0.6435922974767596,TRUE,0.847008872,FALSE
200,Intel Core i5-4440,123.85,4,3.1,3.3,84,Intel HD Graphics 4600,FALSE,Haswell,1150,22,6,DDR3,,"Sep 1st, 2013",0.093775263,Desktop,FALSE,0.044156707,FALSE,0.083226898,FALSE
201,Intel Core i9-11900,363.99,8,2.5,5.2,65,Intel UHD Graphics 750,TRUE,Rocket Lake,1200,14,16,DDR4,"H510, B560, H570, Q570, W580, Z590, Q470, H470, W480, Z490","Mar 16th, 2021",0.4957722475911643,Desktop,FALSE,0.375,TRUE,0.3431771894093686,FALSE
202,Intel Core i9-7960X,2399.94,16,2.8,4.4,165,,TRUE,Skylake-X,2066,14,22,DDR4,,"Sep 1st, 2017",0.5740348270663549,Desktop,FALSE,0.4921978751660026,FALSE,0.5751320376954676,FALSE
203,Intel Core i5-11500,227.99,6,2.7,4.6,65,Intel UHD Graphics 750,TRUE,Rocket Lake,1200,14,12,DDR4,,"Mar 16th, 2021",0.3758002141187266,Desktop,FALSE,0.2563081009296148,TRUE,0.2718595740274085,FALSE
204,Intel Core i7-7740X,193.74,4,4.3,4.5,112,,TRUE,Kaby Lake-X,2066,14,8,DDR4,,"Jun 26th, 2017",0.2062094430728221,Desktop,FALSE,0.1417662682602921,TRUE,0.1518864993613863,TRUE
205,AMD Ryzen 3 1300X,115,4,3.5,3.7,65,,FALSE,Zen,AM4,14,8,DDR4,,"Jul 27th, 2017",0.1419956739277676,Desktop,FALSE,0.072709163,TRUE,0.1052849597845973,TRUE
206,Intel Core i5-9500,210,6,3,4.4,65,Intel UHD Graphics 630,FALSE,Coffee Lake,1151,14,9,DDR4,,"Oct 19th, 2018",0.2025825340295833,Desktop,FALSE,0.1361221779548472,FALSE,0.1488142497152128,FALSE
207,AMD FX-9590,302.58,8,4.7,5,220,,FALSE,Vishera,AM3+,32,8,DDR3,,"Jun 11th, 2013",0.278507287,Unknown,TRUE,0.1751328021248339,TRUE,0.2381856467258103,TRUE
208,Intel Celeron G440,100,1,1.6,1.6,35,Intel HD Graphics,FALSE,Sandy Bridge,1155,32,1,DDR3,,"Sep 4th, 2011",0,Desktop,FALSE,0.001494024,TRUE,0,TRUE
209,Intel Core i5-10600,207.86,6,3.3,4.8,65,Intel UHD Graphics 630,TRUE,Comet Lake,1200,14,12,DDR4,,"Apr 30th, 2020",0.2950031680832004,Desktop,FALSE,0.2279216467463479,FALSE,0.1976940867824226,FALSE
